iso3,method,simple_method,kp,area_name,area_level,age_group,year,count_lower,count_estimate,count_upper,prop_lower,prop_estimate,prop_upper,denominator,ref,link,dataset_id,dataset,uid,data_checked,source_found,duplicate_of,is_aggregate,study_idx,observation_idx
COD,3S-CRC,3S-CRC,FSW,Saramabila,NA,NA,2022,1538,1770,2129,0.0403,0.0464,0.0558,38134,2022 BBS,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,335,7617
COD,3S-CRC,3S-CRC,FSW,Kinshasa,NA,NA,2022,19163,35877,73105,0.0085,0.0159,0.0324,2253609,2022 BBS,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,335,7618
COD,3S-CRC,3S-CRC,PWID,Kananga,NA,NA,2022,549,880,1925,0.0011,0.0018,0.004,482224,2022 BBS,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,335,7619
COD,3S-CRC,3S-CRC,PWID,Gemena,NA,NA,2022,775,1098,1728,0.0041,0.0059,0.0092,187555,2022 BBS,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,335,7620
COD,3S-CRC,3S-CRC,PWID,Goma,NA,NA,2022,830,961,1163,0.0019,0.0022,0.0027,434119,2022 BBS,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,335,7621
COD,3S-CRC,3S-CRC,PWID,Mbandaka,NA,NA,2022,806,1369,2684,0.0037,0.0063,0.0123,218582,2022 BBS,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,335,7622
COD,3S-CRC,3S-CRC,PWID,Kalemie,NA,NA,2022,629,766,994,0.0019,0.0023,0.003,334302,2022 BBS,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,335,7623
COD,3S-CRC,3S-CRC,PWID,Lisala,NA,NA,2022,647,1022,2061,0.004,0.0063,0.0128,161378,2022 BBS,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,335,7624
COD,3S-CRC,3S-CRC,PWID,Kindu,NA,NA,2022,639,755,941,0.0036,0.0043,0.0053,176303,2022 BBS,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,335,7625
COD,3S-CRC,3S-CRC,PWID,Kalima,NA,NA,2022,541,780,1436,0.0073,0.0106,0.0195,73629,2022 BBS,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,335,7626
COD,3S-CRC,3S-CRC,PWID,Kunda,NA,NA,2022,408,508,869,0.0027,0.0034,0.0058,149423,2022 BBS,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,335,7627
COD,3S-CRC,3S-CRC,PWID,Lubutu,NA,NA,2022,718,1039,1897,0.0105,0.0152,0.0278,68283,2022 BBS,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,335,7628
COD,3S-CRC,3S-CRC,PWID,Punia,NA,NA,2022,352,407,1002,0.0058,0.0067,0.0164,61010,2022 BBS,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,335,7629
COD,3S-CRC,3S-CRC,PWID,Saramabila,NA,NA,2022,648,885,1320,0.0084,0.0115,0.0171,77152,2022 BBS,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,335,7630
COD,3S-CRC,3S-CRC,PWID,Kinshasa,NA,NA,2022,3222,6905,19842,7e-4,0.0015,0.0044,4559506,2022 BBS,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,335,7631
COD,3S-CRC,3S-CRC,TGW,Kananga,NA,NA,2022,273,436,1102,0.001145389,0.001829266,0.004623511,238347,2022 BBS,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,335,7632
COD,3S-CRC,3S-CRC,TGW,Goma,NA,NA,2022,588,662,779,0.002258472,0.002542702,0.002992092,260353,2022 BBS,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,335,7633
COD,3S-CRC,3S-CRC,TGW,Mbandaka,NA,NA,2022,295,332,401,0.002730521,0.003072993,0.003711657,108038,2022 BBS,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,335,7634
COD,3S-CRC,3S-CRC,TGW,Kalemie,NA,NA,2022,199,285,672,0.001204353,0.001724827,0.00406696,165234,2022 BBS,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,335,7635
COD,3S-CRC,3S-CRC,TGW,Kindu,NA,NA,2022,267,467,1030,0.003064035,0.005359192,0.01182006,87140,2022 BBS,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,335,7636
COD,3S-CRC,3S-CRC,TGW,Kalima,NA,NA,2022,236,290,487,0.006484942,0.007968784,0.013382062,36392,2022 BBS,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,335,7637
COD,3S-CRC,3S-CRC,TGW,Kunda,NA,NA,2022,267,467,1030,0.003615241,0.006323286,0.013946435,73854,2022 BBS,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,335,7638
COD,3S-CRC,3S-CRC,TGW,Lubutu,NA,NA,2022,235,383,1103,0.006962963,0.011348148,0.032681481,33750,2022 BBS,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,335,7639
COD,3S-CRC,3S-CRC,TGW,Punia,NA,NA,2022,265,592,1718,0.008787929,0.019631902,0.05697231,30155,2022 BBS,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,335,7640
COD,3S-CRC,3S-CRC,TGW,Saramabila,NA,NA,2022,211,379,1081,0.00553312,0.009938637,0.028347407,38134,2022 BBS,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,335,7641
COD,3S-CRC,3S-CRC,TGW,Kinshasa,NA,NA,2022,1468,2765,6496,6.514e-4,0.001226921,0.002882488,2253609,2022 BBS,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,335,7642
BEN,PLACE/mapping,PLACE/mapping,FSW,Oueme,1,NA,2021,NA,5398,NA,NA,NA,NA,NA,Cartographie des lieux de frequentation/socialisation des travailleuses de sexe et des intervenants dans la lutte contre le VIH / Sida et les IST en milieu prostitutionnel au Benin en 2021,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,342,7643
BEN,PLACE/mapping,PLACE/mapping,FSW,Plateau,1,NA,2021,NA,2418,NA,NA,NA,NA,NA,Cartographie des lieux de frequentation/socialisation des travailleuses de sexe et des intervenants dans la lutte contre le VIH / Sida et les IST en milieu prostitutionnel au Benin en 2021,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,342,7644
BEN,PLACE/mapping,PLACE/mapping,FSW,Zou,1,NA,2021,NA,5348,NA,NA,NA,NA,NA,Cartographie des lieux de frequentation/socialisation des travailleuses de sexe et des intervenants dans la lutte contre le VIH / Sida et les IST en milieu prostitutionnel au Benin en 2021,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,342,7645
BEN,PLACE/mapping,PLACE/mapping,FSW,Alibori,1,NA,2014,NA,783,NA,NA,NA,NA,NA,"MAPPING DES SITES DE PROSTITUTION ""POINTS CHAUDS"" ET DENOMBREMENT DES TRAVAILLEUSES DE SEXE, DES SERVICES DE SANTE, ONG ET ASSOCIATIONS INTERVENANT DANS LE DOMAINE DE LA LUTTE CONTRE LES IST ET LE VIH/SIDA",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,343,7646
BEN,PLACE/mapping,PLACE/mapping,FSW,Atacora,1,NA,2014,NA,1481,NA,NA,NA,NA,NA,"MAPPING DES SITES DE PROSTITUTION ""POINTS CHAUDS"" ET DENOMBREMENT DES TRAVAILLEUSES DE SEXE, DES SERVICES DE SANTE, ONG ET ASSOCIATIONS INTERVENANT DANS LE DOMAINE DE LA LUTTE CONTRE LES IST ET LE VIH/SIDA",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,343,7647
BEN,PLACE/mapping,PLACE/mapping,FSW,Atlantique,1,NA,2014,NA,1490,NA,NA,NA,NA,NA,"MAPPING DES SITES DE PROSTITUTION ""POINTS CHAUDS"" ET DENOMBREMENT DES TRAVAILLEUSES DE SEXE, DES SERVICES DE SANTE, ONG ET ASSOCIATIONS INTERVENANT DANS LE DOMAINE DE LA LUTTE CONTRE LES IST ET LE VIH/SIDA",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,343,7648
BEN,PLACE/mapping,PLACE/mapping,FSW,Borgou,1,NA,2014,NA,1738,NA,NA,NA,NA,NA,"MAPPING DES SITES DE PROSTITUTION ""POINTS CHAUDS"" ET DENOMBREMENT DES TRAVAILLEUSES DE SEXE, DES SERVICES DE SANTE, ONG ET ASSOCIATIONS INTERVENANT DANS LE DOMAINE DE LA LUTTE CONTRE LES IST ET LE VIH/SIDA",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,343,7649
BEN,PLACE/mapping,PLACE/mapping,FSW,Collines,1,NA,2014,NA,646,NA,NA,NA,NA,NA,"MAPPING DES SITES DE PROSTITUTION ""POINTS CHAUDS"" ET DENOMBREMENT DES TRAVAILLEUSES DE SEXE, DES SERVICES DE SANTE, ONG ET ASSOCIATIONS INTERVENANT DANS LE DOMAINE DE LA LUTTE CONTRE LES IST ET LE VIH/SIDA",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,343,7650
BEN,PLACE/mapping,PLACE/mapping,FSW,Couffo,1,NA,2014,NA,315,NA,NA,NA,NA,NA,"MAPPING DES SITES DE PROSTITUTION ""POINTS CHAUDS"" ET DENOMBREMENT DES TRAVAILLEUSES DE SEXE, DES SERVICES DE SANTE, ONG ET ASSOCIATIONS INTERVENANT DANS LE DOMAINE DE LA LUTTE CONTRE LES IST ET LE VIH/SIDA",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,343,7651
BEN,PLACE/mapping,PLACE/mapping,FSW,Donga,1,NA,2014,NA,241,NA,NA,NA,NA,NA,"MAPPING DES SITES DE PROSTITUTION ""POINTS CHAUDS"" ET DENOMBREMENT DES TRAVAILLEUSES DE SEXE, DES SERVICES DE SANTE, ONG ET ASSOCIATIONS INTERVENANT DANS LE DOMAINE DE LA LUTTE CONTRE LES IST ET LE VIH/SIDA",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,343,7652
BEN,PLACE/mapping,PLACE/mapping,FSW,Littoral,1,NA,2014,NA,4455,NA,NA,NA,NA,NA,"MAPPING DES SITES DE PROSTITUTION ""POINTS CHAUDS"" ET DENOMBREMENT DES TRAVAILLEUSES DE SEXE, DES SERVICES DE SANTE, ONG ET ASSOCIATIONS INTERVENANT DANS LE DOMAINE DE LA LUTTE CONTRE LES IST ET LE VIH/SIDA",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,343,7653
BEN,PLACE/mapping,PLACE/mapping,FSW,Mono,1,NA,2014,NA,318,NA,NA,NA,NA,NA,"MAPPING DES SITES DE PROSTITUTION ""POINTS CHAUDS"" ET DENOMBREMENT DES TRAVAILLEUSES DE SEXE, DES SERVICES DE SANTE, ONG ET ASSOCIATIONS INTERVENANT DANS LE DOMAINE DE LA LUTTE CONTRE LES IST ET LE VIH/SIDA",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,343,7654
BEN,PLACE/mapping,PLACE/mapping,FSW,Oueme,1,NA,2014,NA,1054,NA,NA,NA,NA,NA,"MAPPING DES SITES DE PROSTITUTION ""POINTS CHAUDS"" ET DENOMBREMENT DES TRAVAILLEUSES DE SEXE, DES SERVICES DE SANTE, ONG ET ASSOCIATIONS INTERVENANT DANS LE DOMAINE DE LA LUTTE CONTRE LES IST ET LE VIH/SIDA",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,343,7655
BEN,PLACE/mapping,PLACE/mapping,FSW,Plateau,1,NA,2014,NA,650,NA,NA,NA,NA,NA,"MAPPING DES SITES DE PROSTITUTION ""POINTS CHAUDS"" ET DENOMBREMENT DES TRAVAILLEUSES DE SEXE, DES SERVICES DE SANTE, ONG ET ASSOCIATIONS INTERVENANT DANS LE DOMAINE DE LA LUTTE CONTRE LES IST ET LE VIH/SIDA",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,343,7656
BEN,PLACE/mapping,PLACE/mapping,FSW,Zou,1,NA,2014,NA,1745,NA,NA,NA,NA,NA,"MAPPING DES SITES DE PROSTITUTION ""POINTS CHAUDS"" ET DENOMBREMENT DES TRAVAILLEUSES DE SEXE, DES SERVICES DE SANTE, ONG ET ASSOCIATIONS INTERVENANT DANS LE DOMAINE DE LA LUTTE CONTRE LES IST ET LE VIH/SIDA",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,343,7657
TCD,PLACE/mapping,PLACE/mapping,FSW,N'Djamena,NA,NA,2017,NA,2834,NA,NA,NA,NA,NA,2017 Mapping,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,347,7658
TCD,PLACE/mapping,PLACE/mapping,FSW,Moundou,NA,NA,2017,NA,2440,NA,NA,NA,NA,NA,2017 Mapping,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,347,7659
TCD,PLACE/mapping,PLACE/mapping,FSW,Abeche,NA,NA,2017,NA,943,NA,NA,NA,NA,NA,2017 Mapping,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,347,7660
TCD,PLACE/mapping,PLACE/mapping,FSW,Sarh,NA,NA,2017,NA,5135,NA,NA,NA,NA,NA,2017 Mapping,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,347,7661
TCD,PLACE/mapping,PLACE/mapping,FSW,Kelo,NA,NA,2017,NA,528,NA,NA,NA,NA,NA,2017 Mapping,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,347,7662
TCD,PLACE/mapping,PLACE/mapping,FSW,Doba,NA,NA,2017,NA,925,NA,NA,NA,NA,NA,2017 Mapping,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,347,7663
TCD,PLACE/mapping,PLACE/mapping,FSW,Bongor,NA,NA,2017,NA,1267,NA,NA,NA,NA,NA,2017 Mapping,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,347,7664
TCD,PLACE/mapping,PLACE/mapping,FSW,Koumra,NA,NA,2017,NA,4524,NA,NA,NA,NA,NA,2017 Mapping,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,347,7665
TCD,PLACE/mapping,PLACE/mapping,FSW,Bol,NA,NA,2017,NA,76,NA,NA,NA,NA,NA,2017 Mapping,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,347,7666
TCD,PLACE/mapping,PLACE/mapping,FSW,Mongo,NA,NA,2017,NA,55,NA,NA,NA,NA,NA,2017 Mapping,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,347,7667
TCD,PLACE/mapping,PLACE/mapping,FSW,Ati,NA,NA,2017,NA,777,NA,NA,NA,NA,NA,2017 Mapping,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,347,7668
TCD,PLACE/mapping,PLACE/mapping,MSM,N'Djamena,NA,NA,2017,NA,400,NA,NA,NA,NA,NA,2017 Mapping,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,347,7669
TCD,PLACE/mapping,PLACE/mapping,MSM,Moundou,NA,NA,2017,NA,125,NA,NA,NA,NA,NA,2017 Mapping,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,347,7670
TCD,PLACE/mapping,PLACE/mapping,MSM,Abeche,NA,NA,2017,NA,202,NA,NA,NA,NA,NA,2017 Mapping,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,347,7671
TCD,PLACE/mapping,PLACE/mapping,MSM,Sarh,NA,NA,2017,NA,421,NA,NA,NA,NA,NA,2017 Mapping,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,347,7672
TCD,PLACE/mapping,PLACE/mapping,MSM,Kelo,NA,NA,2017,NA,2,NA,NA,NA,NA,NA,2017 Mapping,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,347,7673
GHA,Object multiplier,Object multiplier,MSM,Ashanti,NA,NA,2017,9082,12348,15615,NA,NA,NA,NA,2017 Ghana Men's study,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,74,7674
GHA,Object multiplier,Object multiplier,MSM,"Bono, Bono East, Ahafo",NA,NA,2017,4724,5517,6311,NA,NA,NA,NA,2017 Ghana Men's study,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,74,7675
GHA,Object multiplier,Object multiplier,MSM,Central,NA,NA,2017,2883,3356,3830,NA,NA,NA,NA,2017 Ghana Men's study,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,74,7676
GHA,Object multiplier,Object multiplier,MSM,Eastern,NA,NA,2017,12809,17394,21982,NA,NA,NA,NA,2017 Ghana Men's study,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,74,7677
GHA,Object multiplier,Object multiplier,MSM,Greater Accra,NA,NA,2017,7171,8999,10828,NA,NA,NA,NA,2017 Ghana Men's study,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,74,7678
GHA,Object multiplier,Object multiplier,MSM,Northern,NA,NA,2017,1100,1291,1483,NA,NA,NA,NA,2017 Ghana Men's study,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,74,7679
GHA,Object multiplier,Object multiplier,MSM,Volta,NA,NA,2017,4347,4761,5176,NA,NA,NA,NA,2017 Ghana Men's study,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,74,7680
GHA,Object multiplier,Object multiplier,MSM,Western,NA,NA,2017,6555,8411,10270,NA,NA,NA,NA,2017 Ghana Men's study,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,74,7681
GHA,SS-PSE,SS-PSE,MSM,Ashanti,NA,NA,2017,3915,4919,5227,NA,NA,NA,NA,2017 Ghana Men's study,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,74,7682
GHA,SS-PSE,SS-PSE,MSM,"Bono, Bono East, Ahafo",NA,NA,2017,3731,4894,5294,NA,NA,NA,NA,2017 Ghana Men's study,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,74,7683
GHA,SS-PSE,SS-PSE,MSM,Central,NA,NA,2017,3720,4824,5201,NA,NA,NA,NA,2017 Ghana Men's study,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,74,7684
GHA,SS-PSE,SS-PSE,MSM,Eastern,NA,NA,2017,3841,4872,5213,NA,NA,NA,NA,2017 Ghana Men's study,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,74,7685
GHA,SS-PSE,SS-PSE,MSM,Greater Accra,NA,NA,2017,4140,5220,5595,NA,NA,NA,NA,2017 Ghana Men's study,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,74,7686
GHA,SS-PSE,SS-PSE,MSM,Northern,NA,NA,2017,4004,5012,5315,NA,NA,NA,NA,2017 Ghana Men's study,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,74,7687
GHA,SS-PSE,SS-PSE,MSM,Volta,NA,NA,2017,3932,4983,5310,NA,NA,NA,NA,2017 Ghana Men's study,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,74,7688
GHA,SS-PSE,SS-PSE,MSM,Western,NA,NA,2017,3982,4987,5305,NA,NA,NA,NA,2017 Ghana Men's study,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,74,7689
TCD,PLACE/mapping,PLACE/mapping,MSM,Bongor,NA,NA,2017,NA,128,NA,NA,NA,NA,NA,2017 Mapping,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,347,7690
TCD,PLACE/mapping,PLACE/mapping,MSM,Koumra,NA,NA,2017,NA,506,NA,NA,NA,NA,NA,2017 Mapping,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,347,7691
TCD,PLACE/mapping,PLACE/mapping,MSM,Mongo,NA,NA,2017,NA,58,NA,NA,NA,NA,NA,2017 Mapping,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,347,7692
TCD,PLACE/mapping,PLACE/mapping,MSM,Ati,NA,NA,2017,NA,230,NA,NA,NA,NA,NA,2017 Mapping,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,347,7693
TCD,PLACE/mapping,PLACE/mapping,PWID,N'Djamena,NA,NA,2017,NA,46,NA,NA,NA,NA,NA,2017 Mapping,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,347,7694
TCD,PLACE/mapping,PLACE/mapping,PWID,Moundou,NA,NA,2017,NA,82,NA,NA,NA,NA,NA,2017 Mapping,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,347,7695
TCD,PLACE/mapping,PLACE/mapping,PWID,Abeche,NA,NA,2017,NA,0,NA,NA,NA,NA,NA,2017 Mapping,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,347,7696
TCD,PLACE/mapping,PLACE/mapping,PWID,Sarh,NA,NA,2017,NA,94,NA,NA,NA,NA,NA,2017 Mapping,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,347,7697
TCD,PLACE/mapping,PLACE/mapping,PWID,Kelo,NA,NA,2017,NA,0,NA,NA,NA,NA,NA,2017 Mapping,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,347,7698
TCD,PLACE/mapping,PLACE/mapping,PWID,Doba,NA,NA,2017,NA,25,NA,NA,NA,NA,NA,2017 Mapping,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,347,7699
TCD,PLACE/mapping,PLACE/mapping,PWID,Bongor,NA,NA,2017,NA,60,NA,NA,NA,NA,NA,2017 Mapping,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,347,7700
TCD,PLACE/mapping,PLACE/mapping,PWID,Koumra,NA,NA,2017,NA,100,NA,NA,NA,NA,NA,2017 Mapping,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,347,7701
TCD,PLACE/mapping,PLACE/mapping,PWID,Bol,NA,NA,2017,NA,3,NA,NA,NA,NA,NA,2017 Mapping,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,347,7702
TCD,PLACE/mapping,PLACE/mapping,PWID,Mongo,NA,NA,2017,NA,13,NA,NA,NA,NA,NA,2017 Mapping,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,347,7703
TCD,PLACE/mapping,PLACE/mapping,PWID,Ati,NA,NA,2017,NA,290,NA,NA,NA,NA,NA,2017 Mapping,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,347,7704
COG,PLACE/mapping,PLACE/mapping,FSW,Dolisie,NA,NA,2012,NA,93,NA,NA,NA,NA,NA,"Enquete Comportementale Couplee A La Serologie VIH Chez Les Professionnelles Du Sexe, Les Hommes Ayant Des Rapports Sexuels Avec Les Hommes Et Les Detenus En Republique Du Congo Rapport Final",NA,GF_ae8c5a86678ea0c7282451f9a4ca3ce5,GF,855f735cdf51756b4f5a713cdce74e3c,Yes,yes,NA,NA,66,7724
COG,PLACE/mapping,PLACE/mapping,FSW,Nkayi,NA,NA,2012,NA,79,NA,NA,NA,NA,NA,"Enquete Comportementale Couplee A La Serologie VIH Chez Les Professionnelles Du Sexe, Les Hommes Ayant Des Rapports Sexuels Avec Les Hommes Et Les Detenus En Republique Du Congo Rapport Final",NA,GF_46a3de78148bbbc2e940f9453c27fc2d,GF,4fa426dca0d17f3212c3d4dc89a7cccf,Yes,yes,NA,NA,66,7725
COG,PLACE/mapping,PLACE/mapping,FSW,Pokola,NA,NA,2012,NA,325,NA,NA,NA,NA,NA,"Enquete Comportementale Couplee A La Serologie VIH Chez Les Professionnelles Du Sexe, Les Hommes Ayant Des Rapports Sexuels Avec Les Hommes Et Les Detenus En Republique Du Congo Rapport Final",NA,GF_1c8aa417c497733671fda420c145a105,GF,d874357e0ad096f132d276f175653eee,Yes,yes,NA,NA,66,7726
COG,PLACE/mapping,PLACE/mapping,FSW,Brazzaville,NA,NA,2012,NA,1153,NA,NA,NA,NA,NA,"Enquete Comportementale Couplee A La Serologie VIH Chez Les Professionnelles Du Sexe, Les Hommes Ayant Des Rapports Sexuels Avec Les Hommes Et Les Detenus En Republique Du Congo Rapport Final",NA,GF_ae8c5a86678ea0c7282451f9a4ca3ce5,GF,855f735cdf51756b4f5a713cdce74e3c,Yes,yes,NA,NA,66,7727
COG,PLACE/mapping,PLACE/mapping,FSW,Pointe-Noire,NA,NA,2012,NA,1563,NA,NA,NA,NA,NA,"Enquete Comportementale Couplee A La Serologie VIH Chez Les Professionnelles Du Sexe, Les Hommes Ayant Des Rapports Sexuels Avec Les Hommes Et Les Detenus En Republique Du Congo Rapport Final",NA,GF_46a3de78148bbbc2e940f9453c27fc2d,GF,4fa426dca0d17f3212c3d4dc89a7cccf,Yes,yes,NA,NA,66,7728
SWZ,SS-PSE,SS-PSE,FSW,Eswatini,NA,NA,2020,4278,6194,7018,NA,NA,NA,NA,IBBS 2020,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,195,7729
SWZ,Unique object multiplier,Unique object multiplier,FSW,Eswatini,NA,NA,2020,4079,5191,6347,NA,NA,NA,NA,IBBS 2020,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,195,7730
SWZ,Service Multiplier,Service Multiplier,FSW,Eswatini,NA,NA,2020,NA,7056,NA,NA,NA,NA,NA,IBBS 2020,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,195,7731
SWZ,Service Multiplier,Service Multiplier,FSW,Eswatini,NA,NA,2020,6273,10837,15402,NA,NA,NA,NA,IBBS 2020,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,195,7732
SWZ,SS-PSE,SS-PSE,MSM,Eswatini,NA,NA,2020,NA,4000,NA,NA,NA,NA,NA,IBBS 2020,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,195,7733
SWZ,Unique object multiplier,Unique object multiplier,MSM,Eswatini,NA,NA,2020,NA,3190,NA,NA,NA,NA,NA,IBBS 2020,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,195,7734
SWZ,Service Multiplier,Service Multiplier,MSM,Eswatini,NA,NA,2020,NA,6574,NA,NA,NA,NA,NA,IBBS 2020,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,195,7735
MLI,PLACE/mapping,PLACE/mapping,FSW,KAYES,4,NA,2015,NA,469,NA,NA,NA,NA,NA,Cartographie Programmatique et Geographique des Populations Cles au Mali,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,134,7736
MLI,PLACE/mapping,PLACE/mapping,FSW,Keneiba,4,NA,2015,NA,172,NA,NA,NA,NA,NA,Cartographie Programmatique et Geographique des Populations Cles au Mali,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,134,7737
MLI,PLACE/mapping,PLACE/mapping,FSW,SlTAKILY,4,NA,2015,NA,156,NA,NA,NA,NA,NA,Cartographie Programmatique et Geographique des Populations Cles au Mali,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,134,7738
MLI,PLACE/mapping,PLACE/mapping,FSW,Kita,4,NA,2015,NA,165,NA,NA,NA,NA,NA,Cartographie Programmatique et Geographique des Populations Cles au Mali,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,134,7739
MLI,PLACE/mapping,PLACE/mapping,FSW,NIORO,4,NA,2015,NA,58,NA,NA,NA,NA,NA,Cartographie Programmatique et Geographique des Populations Cles au Mali,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,134,7740
MLI,PLACE/mapping,PLACE/mapping,FSW,SANDARE,4,NA,2015,NA,28,NA,NA,NA,NA,NA,Cartographie Programmatique et Geographique des Populations Cles au Mali,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,134,7741
MLI,PLACE/mapping,PLACE/mapping,FSW,GUEGNEKA (FANA),4,NA,2015,NA,106,NA,NA,NA,NA,NA,Cartographie Programmatique et Geographique des Populations Cles au Mali,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,134,7742
MLI,PLACE/mapping,PLACE/mapping,FSW,Kaladougou (Dioila),4,NA,2015,NA,23,NA,NA,NA,NA,NA,Cartographie Programmatique et Geographique des Populations Cles au Mali,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,134,7743
MLI,PLACE/mapping,PLACE/mapping,FSW,Benkadi (Kouremale),4,NA,2015,NA,166,NA,NA,NA,NA,NA,Cartographie Programmatique et Geographique des Populations Cles au Mali,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,134,7744
