Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote
Bahrain,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Bangladesh,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Barbados,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Belarus,<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<200 ,<100 , <500,"Children estimates were not available at the time of publication.",<200 ,<100 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , 1300,"Children estimates were not available at the time of publication.",1200 ,<1000 , 1700,"Children estimates were not available at the time of publication.",1600 ,1200 , 2200,"Children estimates were not available at the time of publication.",2000 ,1500 , 2800,"Children estimates were not available at the time of publication.",2600 ,2000 , 3500,"Children estimates were not available at the time of publication.",3300 ,2500 , 4500,"Children estimates were not available at the time of publication.",4200 ,3200 , 5500,"Children estimates were not available at the time of publication.",5200 ,4000 , 6800,"Children estimates were not available at the time of publication.",6400 ,4900 , 8300,"Children estimates were not available at the time of publication.",7600 ,5900 , 9800,"Children estimates were not available at the time of publication.",8900 ,6900 , 12 000,"Children estimates were not available at the time of publication.",10 000 ,8100 , 13 000,"Children estimates were not available at the time of publication.",12 000 ,9200 , 15 000,"Children estimates were not available at the time of publication.",13 000 ,10 000 , 16 000,"Children estimates were not available at the time of publication.",14 000 ,11 000 , 18 000,"Children estimates were not available at the time of publication.",16 000 ,12 000 , 20 000,"Children estimates were not available at the time of publication.",17 000 ,13 000 , 21 000,"Children estimates were not available at the time of publication.",18 000 ,14 000 , 23 000,"Children estimates were not available at the time of publication.",19 000 ,15 000 , 24 000,"Children estimates were not available at the time of publication.",20 000 ,15 000 , 25 000,"Children estimates were not available at the time of publication.",20 000 ,16 000 , 26 000,"Children estimates were not available at the time of publication.",21 000 ,16 000 , 26 000,"Children estimates were not available at the time of publication.",21 000 ,16 000 , 27 000,"Children estimates were not available at the time of publication."
Belgium,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Belize,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<200 ,<100 , <500,,<500 ,<200 , <500,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , 1300,,1100 ,<1000 , 1700,,1300 ,<1000 , 2000,,1500 ,<1000 , 2300,,1700 ,1100 , 2500,,1900 ,1100 , 2700,,2000 ,1200 , 2900,,2100 ,1300 , 3100,,2200 ,1400 , 3200,,2300 ,1400 , 3300,,2300 ,1400 , 3300,,2400 ,1400 , 3400,,2400 ,1500 , 3400,,2500 ,1600 , 3500,,2600 ,1700 , 3600,,2600 ,1700 , 3700,,2700 ,1800 , 3700,,2700 ,1800 , 3700,,2800 ,1800 , 3800,,2800 ,1900 , 3800,,2800 ,1900 , 3800,,2800 ,1900 , 3900,,2800 ,1900 , 4000,
Benin,17 000 ,11 000 , 28 000,,21 000 ,14 000 , 31 000,,25 000 ,18 000 , 35 000,,28 000 ,21 000 , 38 000,,32 000 ,25 000 , 40 000,,35 000 ,29 000 , 43 000,,38 000 ,31 000 , 46 000,,40 000 ,33 000 , 49 000,,42 000 ,36 000 , 49 000,,44 000 ,37 000 , 50 000,,45 000 ,38 000 , 52 000,,46 000 ,39 000 , 52 000,,47 000 ,40 000 , 53 000,,47 000 ,41 000 , 54 000,,48 000 ,41 000 , 54 000,,48 000 ,41 000 , 55 000,,48 000 ,41 000 , 54 000,,48 000 ,41 000 , 54 000,,48 000 ,42 000 , 54 000,,49 000 ,43 000 , 56 000,,50 000 ,44 000 , 58 000,,51 000 ,45 000 , 59 000,,52 000 ,46 000 , 61 000,,53 000 ,47 000 , 62 000,,54 000 ,47 000 , 63 000,,54 000 ,48 000 , 64 000,,54 000 ,48 000 , 66 000,,54 000 ,47 000 , 67 000,,54 000 ,47 000 , 68 000,,54 000 ,46 000 , 68 000,,53 000 ,46 000 , 68 000,
Bhutan,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<500 ,<100 , <1000,,<500 ,<100 , <1000,,<500 ,<100 , <1000,,<1000 ,<200 , <1000,,<1000 ,<200 , 1200,,<1000 ,<200 , 1300,,<1000 ,<200 , 1500,,<1000 ,<200 , 1700,,<1000 ,<500 , 1900,,<1000 ,<500 , 2000,,<1000 ,<500 , 2100,,<1000 ,<500 , 2200,,1000 ,<500 , 2300,,1000 ,<500 , 2300,,1000 ,<500 , 2400,,1000 ,<500 , 2400,,1000 ,<500 , 2400,,1100 ,<500 , 2400,,1100 ,<500 , 2400,,1100 ,<500 , 2400,,1100 ,<500 , 2400,,1100 ,<500 , 2400,,1100 ,<500 , 2400,
Bolivia (Plurinational State of),1100 ,<500 , 2600,,1300 ,<1000 , 3100,,1500 ,<1000 , 3700,,1900 ,<1000 , 4200,,2300 ,1200 , 4800,,3100 ,1600 , 5600,,4100 ,2300 , 6800,,5300 ,3200 , 8300,,6200 ,4300 , 9300,,7000 ,5200 , 10 000,,7500 ,5900 , 11 000,,7800 ,6200 , 11 000,,8000 ,6500 , 11 000,,8200 ,6700 , 11 000,,8300 ,6900 , 10 000,,8500 ,7200 , 10 000,,8600 ,7300 , 10 000,,8800 ,7500 , 11 000,,9000 ,7700 , 11 000,,9200 ,8000 , 11 000,,9500 ,8200 , 11 000,,9700 ,8400 , 11 000,,10 000 ,8700 , 12 000,,10 000 ,9000 , 12 000,,11 000 ,9400 , 13 000,,11 000 ,9800 , 13 000,,12 000 ,10 000 , 13 000,,12 000 ,10 000 , 14 000,,12 000 ,11 000 , 14 000,,13 000 ,11 000 , 15 000,,13 000 ,11 000 , 15 000,
Bosnia and Herzegovina,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Botswana,35 000 ,30 000 , 41 000,,54 000 ,48 000 , 60 000,,77 000 ,70 000 , 83 000,,100 000 ,96 000 , 110 000,,130 000 ,120 000 , 140 000,,160 000 ,150 000 , 160 000,,180 000 ,170 000 , 190 000,,200 000 ,190 000 , 210 000,,220 000 ,210 000 , 220 000,,230 000 ,220 000 , 230 000,,240 000 ,230 000 , 240 000,,240 000 ,230 000 , 250 000,,240 000 ,240 000 , 250 000,,250 000 ,240 000 , 250 000,,250 000 ,240 000 , 250 000,,250 000 ,240 000 , 260 000,,250 000 ,240 000 , 260 000,,260 000 ,250 000 , 260 000,,260 000 ,250 000 , 270 000,,260 000 ,260 000 , 270 000,,270 000 ,260 000 , 280 000,,270 000 ,260 000 , 280 000,,280 000 ,270 000 , 280 000,,280 000 ,270 000 , 290 000,,280 000 ,270 000 , 290 000,,280 000 ,270 000 , 290 000,,280 000 ,270 000 , 290 000,,280 000 ,270 000 , 290 000,,280 000 ,260 000 , 290 000,,280 000 ,260 000 , 290 000,,270 000 ,260 000 , 290 000,
Brazil,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,
Brunei Darussalam,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Bulgaria,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Burkina Faso,100 000 ,70 000 , 150 000,,110 000 ,77 000 , 160 000,,110 000 ,85 000 , 160 000,,120 000 ,90 000 , 160 000,,120 000 ,93 000 , 160 000,,120 000 ,95 000 , 150 000,,120 000 ,96 000 , 150 000,,120 000 ,96 000 , 150 000,,110 000 ,95 000 , 140 000,,110 000 ,93 000 , 130 000,,100 000 ,90 000 , 120 000,,100 000 ,86 000 , 120 000,,95 000 ,83 000 , 110 000,,91 000 ,78 000 , 110 000,,87 000 ,75 000 , 100 000,,84 000 ,72 000 , 97 000,,81 000 ,69 000 , 94 000,,80 000 ,68 000 , 92 000,,79 000 ,67 000 , 91 000,,78 000 ,67 000 , 90 000,,77 000 ,66 000 , 89 000,,77 000 ,65 000 , 88 000,,76 000 ,65 000 , 87 000,,75 000 ,64 000 , 86 000,,74 000 ,62 000 , 84 000,,72 000 ,61 000 , 83 000,,71 000 ,60 000 , 81 000,,69 000 ,58 000 , 79 000,,67 000 ,56 000 , 77 000,,66 000 ,55 000 , 76 000,,64 000 ,53 000 , 74 000,
Burundi,94 000 ,48 000 , 170 000,,110 000 ,64 000 , 170 000,,120 000 ,78 000 , 170 000,,120 000 ,85 000 , 170 000,,120 000 ,91 000 , 160 000,,120 000 ,95 000 , 150 000,,120 000 ,94 000 , 140 000,,110 000 ,93 000 , 140 000,,110 000 ,91 000 , 130 000,,100 000 ,88 000 , 120 000,,96 000 ,84 000 , 110 000,,92 000 ,81 000 , 100 000,,87 000 ,77 000 , 100 000,,83 000 ,74 000 , 95 000,,79 000 ,70 000 , 90 000,,76 000 ,67 000 , 86 000,,73 000 ,65 000 , 82 000,,70 000 ,63 000 , 79 000,,68 000 ,62 000 , 77 000,,67 000 ,61 000 , 75 000,,65 000 ,60 000 , 73 000,,64 000 ,58 000 , 72 000,,63 000 ,57 000 , 71 000,,62 000 ,55 000 , 70 000,,62 000 ,55 000 , 69 000,,61 000 ,54 000 , 68 000,,60 000 ,53 000 , 67 000,,59 000 ,52 000 , 66 000,,58 000 ,50 000 , 65 000,,57 000 ,49 000 , 64 000,,56 000 ,48 000 , 64 000,
Cabo Verde,<1000 ,<500 , <1000,,<1000 ,<500 , 1100,,<1000 ,<1000 , 1200,,<1000 ,<1000 , 1300,,1000 ,<1000 , 1300,,1100 ,<1000 , 1400,,1100 ,<1000 , 1500,,1200 ,<1000 , 1700,,1200 ,<1000 , 1700,,1300 ,<1000 , 1900,,1300 ,<1000 , 2000,,1300 ,1000 , 2100,,1300 ,1100 , 2100,,1400 ,1100 , 2100,,1400 ,1100 , 2100,,1400 ,1100 , 2100,,1400 ,1200 , 2000,,1500 ,1200 , 1900,,1500 ,1200 , 1900,,1500 ,1300 , 1900,,1600 ,1300 , 1900,,1600 ,1300 , 1900,,1600 ,1400 , 1900,,1600 ,1400 , 1900,,1600 ,1400 , 1900,,1600 ,1400 , 1900,,1600 ,1300 , 1900,,1700 ,1300 , 2000,,1700 ,1300 , 2000,,1700 ,1300 , 2000,,1700 ,1300 , 2100,
Cambodia,<500 ,<500 , <500,,1000 ,<1000 , 1200,,3100 ,2700 , 3600,,8000 ,6700 , 9200,,16 000 ,14 000 , 19 000,,27 000 ,23 000 , 32 000,,40 000 ,34 000 , 46 000,,52 000 ,44 000 , 60 000,,61 000 ,52 000 , 71 000,,68 000 ,58 000 , 79 000,,73 000 ,62 000 , 83 000,,74 000 ,64 000 , 85 000,,74 000 ,63 000 , 85 000,,73 000 ,63 000 , 84 000,,72 000 ,62 000 , 82 000,,71 000 ,61 000 , 80 000,,69 000 ,60 000 , 79 000,,69 000 ,59 000 , 78 000,,68 000 ,59 000 , 76 000,,67 000 ,58 000 , 75 000,,66 000 ,58 000 , 75 000,,65 000 ,57 000 , 73 000,,64 000 ,56 000 , 72 000,,63 000 ,55 000 , 70 000,,61 000 ,54 000 , 68 000,,60 000 ,53 000 , 66 000,,58 000 ,51 000 , 65 000,,56 000 ,49 000 , 62 000,,53 000 ,47 000 , 60 000,,51 000 ,45 000 , 57 000,,49 000 ,43 000 , 55 000,
Cameroon,41 000 ,31 000 , 50 000,,57 000 ,44 000 , 67 000,,75 000 ,61 000 , 90 000,,99 000 ,83 000 , 120 000,,130 000 ,110 000 , 150 000,,160 000 ,140 000 , 190 000,,190 000 ,170 000 , 220 000,,230 000 ,200 000 , 260 000,,260 000 ,240 000 , 290 000,,290 000 ,270 000 , 330 000,,320 000 ,300 000 , 350 000,,350 000 ,320 000 , 370 000,,360 000 ,340 000 , 390 000,,380 000 ,350 000 , 400 000,,380 000 ,360 000 , 410 000,,390 000 ,370 000 , 420 000,,400 000 ,380 000 , 420 000,,400 000 ,380 000 , 420 000,,410 000 ,380 000 , 430 000,,410 000 ,390 000 , 430 000,,410 000 ,390 000 , 430 000,,420 000 ,390 000 , 430 000,,420 000 ,390 000 , 440 000,,410 000 ,390 000 , 440 000,,410 000 ,390 000 , 430 000,,410 000 ,380 000 , 430 000,,400 000 ,380 000 , 420 000,,400 000 ,370 000 , 420 000,,390 000 ,360 000 , 420 000,,390 000 ,350 000 , 410 000,,380 000 ,350 000 , 410 000,
Canada,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,
Central African Republic,47 000 ,32 000 , 70 000,,64 000 ,45 000 , 89 000,,79 000 ,58 000 , 110 000,,92 000 ,70 000 , 120 000,,100 000 ,80 000 , 130 000,,110 000 ,88 000 , 140 000,,120 000 ,96 000 , 150 000,,120 000 ,99 000 , 150 000,,120 000 ,100 000 , 150 000,,130 000 ,100 000 , 150 000,,130 000 ,110 000 , 150 000,,120 000 ,110 000 , 150 000,,120 000 ,100 000 , 140 000,,120 000 ,100 000 , 140 000,,120 000 ,100 000 , 140 000,,110 000 ,99 000 , 130 000,,110 000 ,97 000 , 130 000,,110 000 ,95 000 , 130 000,,110 000 ,92 000 , 120 000,,100 000 ,90 000 , 120 000,,99 000 ,87 000 , 120 000,,94 000 ,83 000 , 110 000,,90 000 ,78 000 , 100 000,,85 000 ,73 000 , 98 000,,81 000 ,69 000 , 94 000,,77 000 ,66 000 , 91 000,,74 000 ,63 000 , 89 000,,72 000 ,60 000 , 86 000,,70 000 ,58 000 , 85 000,,68 000 ,56 000 , 83 000,,66 000 ,54 000 , 81 000,
