Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote
Bangladesh,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Barbados,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Belarus,<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<200 ,<100 , <500,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , 1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , 1300,"Children estimates were not available at the time of publication.",1200 ,<1000 , 1700,"Children estimates were not available at the time of publication.",1600 ,1200 , 2100,"Children estimates were not available at the time of publication.",1900 ,1500 , 2500,"Children estimates were not available at the time of publication.",2300 ,1800 , 3000,"Children estimates were not available at the time of publication.",2700 ,2100 , 3500,"Children estimates were not available at the time of publication.",3100 ,2400 , 4000,"Children estimates were not available at the time of publication.",3600 ,2800 , 4500,"Children estimates were not available at the time of publication.",4000 ,3100 , 5000,"Children estimates were not available at the time of publication.",4500 ,3500 , 5600,"Children estimates were not available at the time of publication.",4900 ,3800 , 6200,"Children estimates were not available at the time of publication.",5300 ,4100 , 6700,"Children estimates were not available at the time of publication.",5600 ,4300 , 7100,"Children estimates were not available at the time of publication.",6000 ,4500 , 7500,"Children estimates were not available at the time of publication.",6200 ,4700 , 7900,"Children estimates were not available at the time of publication.",6500 ,4900 , 8200,"Children estimates were not available at the time of publication.",6600 ,5000 , 8400,"Children estimates were not available at the time of publication.",6600 ,5000 , 8600,"Children estimates were not available at the time of publication."
Belgium,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Belize,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , 1100,,<1000 ,<500 , 1200,,<1000 ,<1000 , 1300,,<1000 ,<1000 , 1400,,<1000 ,<1000 , 1500,,1000 ,<1000 , 1500,,1100 ,<1000 , 1500,,1100 ,<1000 , 1600,,1100 ,<1000 , 1600,,1200 ,<1000 , 1700,,1200 ,<1000 , 1700,,1300 ,<1000 , 1800,,1300 ,<1000 , 1800,,1300 ,<1000 , 1800,,1400 ,<1000 , 1900,,1400 ,<1000 , 1900,,1400 ,<1000 , 1900,,1400 ,<1000 , 1900,,1400 ,<1000 , 2000,,1400 ,<1000 , 2000,
Benin,9900 ,6600 , 16 000,,12 000 ,8600 , 18 000,,15 000 ,11 000 , 20 000,,17 000 ,13 000 , 22 000,,19 000 ,15 000 , 24 000,,21 000 ,17 000 , 26 000,,23 000 ,19 000 , 28 000,,24 000 ,20 000 , 29 000,,26 000 ,22 000 , 30 000,,27 000 ,22 000 , 31 000,,28 000 ,23 000 , 32 000,,28 000 ,24 000 , 33 000,,29 000 ,24 000 , 33 000,,29 000 ,25 000 , 33 000,,29 000 ,25 000 , 34 000,,29 000 ,26 000 , 34 000,,29 000 ,26 000 , 34 000,,29 000 ,25 000 , 34 000,,29 000 ,26 000 , 34 000,,30 000 ,26 000 , 35 000,,31 000 ,27 000 , 36 000,,32 000 ,28 000 , 37 000,,33 000 ,28 000 , 38 000,,34 000 ,29 000 , 39 000,,34 000 ,30 000 , 40 000,,35 000 ,30 000 , 41 000,,35 000 ,30 000 , 42 000,,35 000 ,30 000 , 43 000,,36 000 ,30 000 , 44 000,,36 000 ,30 000 , 45 000,,36 000 ,30 000 , 45 000,
Bhutan,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<500 ,<100 , <500,,<500 ,<100 , <500,,<500 ,<100 , <1000,,<500 ,<100 , <1000,,<500 ,<100 , <1000,,<500 ,<100 , <1000,,<500 ,<100 , <1000,,<500 ,<100 , <1000,,<500 ,<100 , <1000,,<500 ,<100 , <1000,,<500 ,<200 , <1000,,<500 ,<200 , <1000,,<500 ,<200 , <1000,,<500 ,<200 , <1000,,<500 ,<200 , <1000,,<500 ,<200 , <1000,,<500 ,<200 , <1000,
Bolivia (Plurinational State of),<500 ,<200 , <1000,,<500 ,<500 , 1200,,<1000 ,<500 , 1400,,<1000 ,<500 , 1700,,<1000 ,<1000 , 2000,,1300 ,<1000 , 2400,,1800 ,1000 , 3000,,2300 ,1400 , 3700,,2800 ,1900 , 4200,,3100 ,2300 , 4600,,3400 ,2600 , 4800,,3500 ,2800 , 4800,,3700 ,2900 , 4800,,3800 ,3000 , 4800,,3800 ,3200 , 4900,,3900 ,3300 , 4900,,4000 ,3400 , 5000,,4100 ,3500 , 5000,,4200 ,3600 , 5000,,4300 ,3700 , 5100,,4400 ,3800 , 5200,,4500 ,3900 , 5400,,4700 ,4000 , 5500,,4900 ,4100 , 5700,,5000 ,4400 , 5900,,5300 ,4500 , 6100,,5500 ,4700 , 6400,,5700 ,4800 , 6600,,5900 ,5000 , 6800,,6000 ,5100 , 7000,,6100 ,5200 , 7100,
Bosnia and Herzegovina,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Botswana,20 000 ,17 000 , 23 000,,31 000 ,27 000 , 35 000,,44 000 ,40 000 , 48 000,,59 000 ,55 000 , 64 000,,74 000 ,71 000 , 79 000,,89 000 ,86 000 , 94 000,,100 000 ,99 000 , 110 000,,110 000 ,110 000 , 120 000,,120 000 ,120 000 , 130 000,,130 000 ,130 000 , 140 000,,140 000 ,130 000 , 140 000,,140 000 ,130 000 , 140 000,,140 000 ,140 000 , 150 000,,140 000 ,140 000 , 150 000,,140 000 ,140 000 , 150 000,,140 000 ,140 000 , 150 000,,150 000 ,140 000 , 150 000,,150 000 ,140 000 , 150 000,,150 000 ,140 000 , 160 000,,150 000 ,150 000 , 160 000,,160 000 ,150 000 , 160 000,,160 000 ,150 000 , 160 000,,160 000 ,150 000 , 170 000,,160 000 ,160 000 , 170 000,,160 000 ,160 000 , 170 000,,170 000 ,160 000 , 170 000,,170 000 ,160 000 , 180 000,,170 000 ,160 000 , 180 000,,170 000 ,160 000 , 180 000,,170 000 ,160 000 , 180 000,,170 000 ,160 000 , 180 000,
Brazil,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,
Brunei Darussalam,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Bulgaria,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Burkina Faso,51 000 ,35 000 , 77 000,,55 000 ,40 000 , 82 000,,59 000 ,44 000 , 83 000,,62 000 ,47 000 , 83 000,,63 000 ,48 000 , 82 000,,63 000 ,51 000 , 81 000,,63 000 ,51 000 , 79 000,,62 000 ,50 000 , 77 000,,60 000 ,50 000 , 74 000,,58 000 ,49 000 , 71 000,,56 000 ,47 000 , 67 000,,54 000 ,45 000 , 64 000,,51 000 ,43 000 , 61 000,,49 000 ,41 000 , 58 000,,47 000 ,39 000 , 55 000,,45 000 ,38 000 , 53 000,,44 000 ,37 000 , 52 000,,43 000 ,37 000 , 50 000,,43 000 ,36 000 , 50 000,,43 000 ,36 000 , 49 000,,42 000 ,36 000 , 48 000,,42 000 ,36 000 , 48 000,,42 000 ,35 000 , 48 000,,42 000 ,35 000 , 48 000,,42 000 ,35 000 , 47 000,,41 000 ,34 000 , 47 000,,41 000 ,34 000 , 47 000,,40 000 ,33 000 , 47 000,,39 000 ,32 000 , 46 000,,39 000 ,31 000 , 45 000,,38 000 ,30 000 , 44 000,
Burundi,49 000 ,26 000 , 86 000,,56 000 ,35 000 , 90 000,,62 000 ,42 000 , 92 000,,65 000 ,46 000 , 90 000,,66 000 ,50 000 , 87 000,,66 000 ,52 000 , 83 000,,64 000 ,52 000 , 79 000,,62 000 ,51 000 , 75 000,,59 000 ,51 000 , 71 000,,57 000 ,49 000 , 66 000,,54 000 ,47 000 , 63 000,,52 000 ,45 000 , 59 000,,50 000 ,44 000 , 56 000,,48 000 ,42 000 , 54 000,,45 000 ,40 000 , 51 000,,44 000 ,39 000 , 49 000,,42 000 ,38 000 , 48 000,,41 000 ,37 000 , 46 000,,40 000 ,36 000 , 45 000,,39 000 ,35 000 , 44 000,,38 000 ,34 000 , 43 000,,38 000 ,34 000 , 43 000,,37 000 ,33 000 , 42 000,,37 000 ,33 000 , 42 000,,37 000 ,32 000 , 42 000,,37 000 ,32 000 , 42 000,,36 000 ,32 000 , 41 000,,36 000 ,31 000 , 41 000,,35 000 ,30 000 , 41 000,,35 000 ,29 000 , 40 000,,34 000 ,29 000 , 39 000,
Cabo Verde,<500 ,<200 , <500,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , 1000,,<1000 ,<1000 , 1000,,<1000 ,<1000 , 1000,,<1000 ,<1000 , 1000,,<1000 ,<1000 , 1000,,<1000 ,<1000 , 1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1000,,<1000 ,<1000 , 1000,,<1000 ,<1000 , 1000,
Cambodia,<200 ,<200 , <200,,<500 ,<500 , <500,,1300 ,1100 , 1500,,3200 ,2700 , 3700,,6500 ,5500 , 7500,,11 000 ,9400 , 13 000,,16 000 ,14 000 , 19 000,,21 000 ,18 000 , 24 000,,26 000 ,22 000 , 30 000,,30 000 ,25 000 , 34 000,,32 000 ,28 000 , 37 000,,34 000 ,29 000 , 39 000,,35 000 ,30 000 , 40 000,,35 000 ,30 000 , 40 000,,35 000 ,31 000 , 40 000,,36 000 ,31 000 , 40 000,,35 000 ,31 000 , 40 000,,35 000 ,31 000 , 40 000,,35 000 ,31 000 , 40 000,,35 000 ,31 000 , 39 000,,35 000 ,31 000 , 39 000,,35 000 ,31 000 , 39 000,,34 000 ,30 000 , 38 000,,34 000 ,30 000 , 37 000,,33 000 ,29 000 , 37 000,,32 000 ,28 000 , 35 000,,31 000 ,27 000 , 34 000,,30 000 ,26 000 , 33 000,,28 000 ,25 000 , 31 000,,27 000 ,24 000 , 30 000,,26 000 ,23 000 , 29 000,
Cameroon,26 000 ,19 000 , 31 000,,35 000 ,28 000 , 42 000,,48 000 ,38 000 , 56 000,,63 000 ,52 000 , 74 000,,81 000 ,70 000 , 95 000,,100 000 ,88 000 , 120 000,,120 000 ,110 000 , 140 000,,150 000 ,130 000 , 170 000,,170 000 ,150 000 , 190 000,,190 000 ,170 000 , 210 000,,210 000 ,190 000 , 230 000,,220 000 ,210 000 , 240 000,,240 000 ,220 000 , 260 000,,240 000 ,230 000 , 260 000,,250 000 ,230 000 , 270 000,,260 000 ,240 000 , 270 000,,260 000 ,240 000 , 280 000,,260 000 ,240 000 , 280 000,,260 000 ,250 000 , 280 000,,270 000 ,250 000 , 280 000,,270 000 ,250 000 , 280 000,,270 000 ,250 000 , 280 000,,270 000 ,250 000 , 280 000,,270 000 ,250 000 , 280 000,,270 000 ,250 000 , 290 000,,270 000 ,250 000 , 280 000,,270 000 ,250 000 , 280 000,,270 000 ,250 000 , 280 000,,260 000 ,240 000 , 280 000,,260 000 ,240 000 , 280 000,,260 000 ,240 000 , 280 000,
Canada,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,
Central African Republic,26 000 ,18 000 , 40 000,,36 000 ,25 000 , 50 000,,45 000 ,34 000 , 60 000,,52 000 ,40 000 , 69 000,,58 000 ,46 000 , 76 000,,64 000 ,51 000 , 82 000,,68 000 ,55 000 , 86 000,,71 000 ,58 000 , 88 000,,73 000 ,59 000 , 89 000,,74 000 ,61 000 , 89 000,,74 000 ,61 000 , 88 000,,73 000 ,62 000 , 87 000,,72 000 ,62 000 , 86 000,,71 000 ,60 000 , 83 000,,69 000 ,59 000 , 81 000,,67 000 ,58 000 , 79 000,,66 000 ,56 000 , 77 000,,64 000 ,55 000 , 75 000,,62 000 ,54 000 , 73 000,,60 000 ,52 000 , 70 000,,58 000 ,51 000 , 67 000,,55 000 ,48 000 , 65 000,,53 000 ,46 000 , 62 000,,50 000 ,43 000 , 60 000,,48 000 ,41 000 , 57 000,,46 000 ,39 000 , 55 000,,44 000 ,37 000 , 54 000,,43 000 ,36 000 , 53 000,,42 000 ,35 000 , 52 000,,42 000 ,35 000 , 51 000,,41 000 ,34 000 , 51 000,
Chad,14 000 ,7500 , 23 000,,17 000 ,10 000 , 28 000,,22 000 ,14 000 , 34 000,,26 000 ,17 000 , 39 000,,30 000 ,21 000 , 43 000,,33 000 ,24 000 , 47 000,,36 000 ,27 000 , 51 000,,39 000 ,30 000 , 53 000,,41 000 ,32 000 , 55 000,,43 000 ,33 000 , 56 000,,44 000 ,34 000 , 57 000,,45 000 ,35 000 , 58 000,,46 000 ,36 000 , 59 000,,46 000 ,36 000 , 59 000,,46 000 ,37 000 , 58 000,,46 000 ,37 000 , 57 000,,46 000 ,37 000 , 57 000,,46 000 ,37 000 , 56 000,,46 000 ,38 000 , 57 000,,47 000 ,38 000 , 57 000,,48 000 ,39 000 , 58 000,,49 000 ,40 000 , 59 000,,50 000 ,41 000 , 60 000,,51 000 ,42 000 , 60 000,,51 000 ,42 000 , 61 000,,52 000 ,42 000 , 61 000,,52 000 ,42 000 , 62 000,,52 000 ,42 000 , 62 000,,52 000 ,42 000 , 63 000,,52 000 ,42 000 , 63 000,,52 000 ,42 000 , 64 000,
