Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote
Bahrain,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Bangladesh,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Barbados,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Belarus,<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<200 ,<100 , <500,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , 1200,"Children estimates were not available at the time of publication.",1100 ,<1000 , 1600,"Children estimates were not available at the time of publication.",1400 ,1100 , 2000,"Children estimates were not available at the time of publication.",1800 ,1400 , 2500,"Children estimates were not available at the time of publication.",2300 ,1800 , 3100,"Children estimates were not available at the time of publication.",2900 ,2300 , 3900,"Children estimates were not available at the time of publication.",3600 ,2800 , 4700,"Children estimates were not available at the time of publication.",4400 ,3500 , 5800,"Children estimates were not available at the time of publication.",5300 ,4100 , 6900,"Children estimates were not available at the time of publication.",6200 ,4900 , 8100,"Children estimates were not available at the time of publication.",7200 ,5700 , 9300,"Children estimates were not available at the time of publication.",8100 ,6400 , 10 000,"Children estimates were not available at the time of publication.",9000 ,7100 , 11 000,"Children estimates were not available at the time of publication.",9900 ,7900 , 12 000,"Children estimates were not available at the time of publication.",11 000 ,8600 , 14 000,"Children estimates were not available at the time of publication.",12 000 ,9200 , 15 000,"Children estimates were not available at the time of publication.",12 000 ,9700 , 15 000,"Children estimates were not available at the time of publication.",13 000 ,10 000 , 16 000,"Children estimates were not available at the time of publication.",13 000 ,10 000 , 17 000,"Children estimates were not available at the time of publication.",14 000 ,11 000 , 18 000,"Children estimates were not available at the time of publication.",14 000 ,11 000 , 18 000,"Children estimates were not available at the time of publication.",14 000 ,11 000 , 19 000,"Children estimates were not available at the time of publication."
Belgium,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Belize,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<200 ,<100 , <500,,<500 ,<200 , <500,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , 1100,,<1000 ,<1000 , 1200,,<1000 ,<1000 , 1300,,1000 ,<1000 , 1500,,1100 ,<1000 , 1600,,1100 ,<1000 , 1700,,1200 ,<1000 , 1700,,1200 ,<1000 , 1800,,1200 ,<1000 , 1800,,1200 ,<1000 , 1800,,1300 ,<1000 , 1800,,1300 ,<1000 , 1800,,1300 ,<1000 , 1800,,1300 ,<1000 , 1900,,1300 ,<1000 , 1900,,1400 ,<1000 , 1900,,1400 ,<1000 , 1900,,1400 ,<1000 , 1900,,1400 ,<1000 , 1900,,1400 ,<1000 , 1900,,1400 ,<1000 , 2000,
Benin,7300 ,4800 , 12 000,,8700 ,6000 , 13 000,,10 000 ,7300 , 15 000,,12 000 ,8600 , 16 000,,13 000 ,10 000 , 17 000,,14 000 ,11 000 , 18 000,,15 000 ,12 000 , 18 000,,16 000 ,13 000 , 19 000,,17 000 ,14 000 , 20 000,,17 000 ,14 000 , 20 000,,18 000 ,15 000 , 20 000,,18 000 ,15 000 , 21 000,,18 000 ,15 000 , 21 000,,18 000 ,15 000 , 21 000,,18 000 ,15 000 , 21 000,,18 000 ,16 000 , 21 000,,18 000 ,16 000 , 21 000,,18 000 ,16 000 , 21 000,,18 000 ,16 000 , 21 000,,19 000 ,16 000 , 21 000,,19 000 ,16 000 , 22 000,,19 000 ,16 000 , 23 000,,19 000 ,16 000 , 23 000,,19 000 ,16 000 , 23 000,,19 000 ,16 000 , 23 000,,19 000 ,16 000 , 23 000,,19 000 ,15 000 , 23 000,,19 000 ,15 000 , 23 000,,19 000 ,15 000 , 23 000,,18 000 ,14 000 , 23 000,,18 000 ,14 000 , 23 000,
Bhutan,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<500 ,<100 , <1000,,<500 ,<100 , <1000,,<500 ,<100 , <1000,,<500 ,<100 , <1000,,<1000 ,<200 , <1000,,<1000 ,<200 , 1100,,<1000 ,<200 , 1200,,<1000 ,<200 , 1400,,<1000 ,<200 , 1500,,<1000 ,<200 , 1500,,<1000 ,<500 , 1600,,<1000 ,<500 , 1600,,<1000 ,<500 , 1700,,<1000 ,<500 , 1700,,<1000 ,<500 , 1700,,<1000 ,<500 , 1700,,<1000 ,<500 , 1700,,<1000 ,<500 , 1700,,<1000 ,<500 , 1700,,<1000 ,<500 , 1700,,<1000 ,<500 , 1600,,<1000 ,<500 , 1600,
Bolivia (Plurinational State of),<1000 ,<500 , 1600,,<1000 ,<500 , 1900,,<1000 ,<500 , 2300,,1100 ,<1000 , 2500,,1400 ,<1000 , 2800,,1800 ,<1000 , 3200,,2300 ,1300 , 3900,,2900 ,1800 , 4600,,3500 ,2400 , 5100,,3800 ,2900 , 5700,,4100 ,3200 , 5800,,4200 ,3400 , 5700,,4300 ,3500 , 5700,,4400 ,3600 , 5700,,4500 ,3700 , 5700,,4500 ,3800 , 5500,,4600 ,3900 , 5500,,4700 ,4000 , 5500,,4800 ,4100 , 5600,,4900 ,4200 , 5800,,5100 ,4400 , 5900,,5200 ,4500 , 6100,,5300 ,4600 , 6200,,5500 ,4800 , 6400,,5800 ,5000 , 6600,,6000 ,5200 , 6900,,6200 ,5400 , 7100,,6400 ,5600 , 7300,,6600 ,5700 , 7600,,6800 ,5800 , 7800,,6900 ,5800 , 8000,
Bosnia and Herzegovina,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Botswana,15 000 ,13 000 , 17 000,,23 000 ,20 000 , 26 000,,33 000 ,30 000 , 36 000,,44 000 ,41 000 , 47 000,,55 000 ,52 000 , 58 000,,66 000 ,62 000 , 69 000,,76 000 ,72 000 , 80 000,,85 000 ,80 000 , 88 000,,92 000 ,87 000 , 95 000,,97 000 ,92 000 , 100 000,,100 000 ,95 000 , 100 000,,100 000 ,97 000 , 110 000,,100 000 ,97 000 , 110 000,,100 000 ,97 000 , 110 000,,100 000 ,98 000 , 110 000,,110 000 ,98 000 , 110 000,,110 000 ,99 000 , 110 000,,110 000 ,100 000 , 110 000,,110 000 ,100 000 , 110 000,,110 000 ,100 000 , 120 000,,110 000 ,100 000 , 120 000,,110 000 ,100 000 , 120 000,,120 000 ,100 000 , 120 000,,120 000 ,100 000 , 120 000,,120 000 ,100 000 , 120 000,,120 000 ,100 000 , 120 000,,110 000 ,99 000 , 120 000,,110 000 ,97 000 , 120 000,,110 000 ,94 000 , 120 000,,110 000 ,91 000 , 120 000,,110 000 ,88 000 , 110 000,
Brazil,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,
Brunei Darussalam,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Bulgaria,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Burkina Faso,49 000 ,34 000 , 75 000,,53 000 ,37 000 , 78 000,,55 000 ,41 000 , 79 000,,57 000 ,43 000 , 77 000,,57 000 ,44 000 , 76 000,,57 000 ,45 000 , 74 000,,56 000 ,45 000 , 71 000,,54 000 ,45 000 , 68 000,,53 000 ,44 000 , 65 000,,51 000 ,42 000 , 62 000,,48 000 ,41 000 , 58 000,,46 000 ,39 000 , 55 000,,44 000 ,37 000 , 52 000,,42 000 ,35 000 , 49 000,,40 000 ,34 000 , 47 000,,38 000 ,32 000 , 45 000,,37 000 ,31 000 , 44 000,,36 000 ,30 000 , 43 000,,36 000 ,30 000 , 42 000,,35 000 ,29 000 , 41 000,,35 000 ,29 000 , 41 000,,35 000 ,29 000 , 40 000,,34 000 ,28 000 , 39 000,,33 000 ,27 000 , 38 000,,32 000 ,26 000 , 37 000,,31 000 ,25 000 , 36 000,,30 000 ,25 000 , 35 000,,29 000 ,24 000 , 34 000,,28 000 ,23 000 , 33 000,,27 000 ,22 000 , 32 000,,26 000 ,22 000 , 31 000,
Burundi,45 000 ,23 000 , 81 000,,50 000 ,30 000 , 82 000,,53 000 ,34 000 , 82 000,,55 000 ,39 000 , 78 000,,54 000 ,41 000 , 74 000,,53 000 ,42 000 , 69 000,,52 000 ,41 000 , 64 000,,50 000 ,41 000 , 61 000,,47 000 ,40 000 , 57 000,,45 000 ,38 000 , 53 000,,42 000 ,36 000 , 49 000,,40 000 ,34 000 , 46 000,,38 000 ,32 000 , 44 000,,35 000 ,30 000 , 41 000,,33 000 ,29 000 , 39 000,,32 000 ,27 000 , 37 000,,31 000 ,26 000 , 35 000,,29 000 ,25 000 , 34 000,,28 000 ,24 000 , 33 000,,28 000 ,23 000 , 32 000,,27 000 ,22 000 , 31 000,,26 000 ,22 000 , 30 000,,26 000 ,21 000 , 30 000,,25 000 ,21 000 , 29 000,,25 000 ,21 000 , 28 000,,24 000 ,20 000 , 27 000,,23 000 ,19 000 , 27 000,,23 000 ,19 000 , 26 000,,22 000 ,18 000 , 26 000,,22 000 ,18 000 , 25 000,,21 000 ,17 000 , 25 000,
Cabo Verde,<500 ,<200 , <500,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , 1000,,<1000 ,<1000 , 1000,,<1000 ,<1000 , 1000,,<1000 ,<1000 , 1000,,<1000 ,<1000 , 1000,,<1000 ,<1000 , 1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1000,,<1000 ,<1000 , 1000,,<1000 ,<1000 , 1000,
Cambodia,<200 ,<200 , <500,,<1000 ,<1000 , <1000,,1900 ,1500 , 2200,,4800 ,4000 , 5700,,9800 ,8100 , 12 000,,16 000 ,14 000 , 20 000,,24 000 ,20 000 , 28 000,,30 000 ,25 000 , 36 000,,36 000 ,30 000 , 42 000,,39 000 ,32 000 , 46 000,,40 000 ,34 000 , 48 000,,40 000 ,33 000 , 47 000,,39 000 ,32 000 , 46 000,,38 000 ,31 000 , 45 000,,36 000 ,30 000 , 43 000,,35 000 ,29 000 , 41 000,,34 000 ,29 000 , 40 000,,33 000 ,28 000 , 39 000,,33 000 ,27 000 , 38 000,,32 000 ,27 000 , 38 000,,31 000 ,26 000 , 37 000,,31 000 ,26 000 , 36 000,,30 000 ,25 000 , 35 000,,29 000 ,25 000 , 34 000,,29 000 ,24 000 , 33 000,,28 000 ,23 000 , 32 000,,27 000 ,22 000 , 31 000,,26 000 ,21 000 , 30 000,,25 000 ,20 000 , 29 000,,24 000 ,20 000 , 28 000,,23 000 ,19 000 , 27 000,
Cameroon,16 000 ,12 000 , 19 000,,21 000 ,16 000 , 25 000,,28 000 ,22 000 , 33 000,,36 000 ,30 000 , 43 000,,46 000 ,39 000 , 53 000,,57 000 ,49 000 , 66 000,,68 000 ,59 000 , 78 000,,81 000 ,70 000 , 90 000,,93 000 ,83 000 , 100 000,,100 000 ,94 000 , 110 000,,110 000 ,100 000 , 120 000,,120 000 ,110 000 , 130 000,,130 000 ,120 000 , 140 000,,130 000 ,120 000 , 140 000,,130 000 ,120 000 , 150 000,,140 000 ,130 000 , 150 000,,140 000 ,130 000 , 150 000,,140 000 ,130 000 , 150 000,,140 000 ,130 000 , 150 000,,150 000 ,130 000 , 160 000,,150 000 ,130 000 , 160 000,,150 000 ,130 000 , 160 000,,150 000 ,120 000 , 160 000,,150 000 ,120 000 , 160 000,,140 000 ,120 000 , 160 000,,140 000 ,110 000 , 150 000,,140 000 ,110 000 , 150 000,,130 000 ,100 000 , 140 000,,130 000 ,100 000 , 140 000,,130 000 ,96 000 , 140 000,,120 000 ,92 000 , 130 000,
Canada,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,
Central African Republic,21 000 ,14 000 , 31 000,,28 000 ,19 000 , 39 000,,34 000 ,25 000 , 46 000,,39 000 ,30 000 , 52 000,,43 000 ,34 000 , 57 000,,47 000 ,37 000 , 61 000,,50 000 ,40 000 , 64 000,,51 000 ,41 000 , 64 000,,52 000 ,42 000 , 65 000,,53 000 ,43 000 , 64 000,,53 000 ,43 000 , 63 000,,52 000 ,43 000 , 62 000,,51 000 ,43 000 , 60 000,,50 000 ,42 000 , 59 000,,49 000 ,42 000 , 57 000,,47 000 ,40 000 , 56 000,,46 000 ,39 000 , 55 000,,45 000 ,38 000 , 53 000,,44 000 ,37 000 , 52 000,,42 000 ,36 000 , 50 000,,41 000 ,35 000 , 48 000,,39 000 ,33 000 , 45 000,,37 000 ,31 000 , 43 000,,35 000 ,29 000 , 41 000,,33 000 ,28 000 , 39 000,,31 000 ,26 000 , 37 000,,30 000 ,25 000 , 36 000,,29 000 ,24 000 , 34 000,,27 000 ,22 000 , 33 000,,26 000 ,21 000 , 32 000,,25 000 ,20 000 , 31 000,
Chad,11 000 ,5900 , 19 000,,14 000 ,8100 , 22 000,,16 000 ,10 000 , 26 000,,19 000 ,13 000 , 30 000,,22 000 ,15 000 , 32 000,,24 000 ,17 000 , 35 000,,26 000 ,19 000 , 37 000,,28 000 ,21 000 , 38 000,,29 000 ,22 000 , 39 000,,30 000 ,23 000 , 40 000,,31 000 ,23 000 , 40 000,,32 000 ,24 000 , 41 000,,32 000 ,25 000 , 40 000,,32 000 ,24 000 , 40 000,,32 000 ,24 000 , 40 000,,32 000 ,24 000 , 40 000,,32 000 ,24 000 , 39 000,,32 000 ,24 000 , 39 000,,32 000 ,25 000 , 39 000,,33 000 ,26 000 , 39 000,,33 000 ,26 000 , 40 000,,34 000 ,27 000 , 41 000,,34 000 ,26 000 , 41 000,,34 000 ,26 000 , 41 000,,34 000 ,26 000 , 41 000,,34 000 ,26 000 , 40 000,,34 000 ,25 000 , 40 000,,33 000 ,25 000 , 40 000,,33 000 ,24 000 , 39 000,,32 000 ,24 000 , 38 000,,31 000 ,23 000 , 38 000,
