iso3,indicator,method,simple_method,kp,area_name,area_level,age_group,year,count_lower,count_estimate,count_upper,prop_lower,prop_estimate,prop_upper,denominator,ref,link,dataset_id,dataset,uid,data_checked,source_found,duplicate_of,is_aggregate,ethic,study_idx,observation_idx
ZAF,prevalence,lab,NA,MSM,Cape Town/Port Elizabeth,NA,NA,2016,NA,NA,NA,NA,0.418250951,NA,263,Sullivan et al,https://www.ncbi.nlm.nih.gov/labs/pmc/articles/PMC7527763/,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,247,3020
ZAF,prevalence,lab,NA,MSM,Johannesburg,NA,NA,2017,NA,NA,NA,0.27899999999999997,0.387,0.494,233,TRANSFORM,https://researchonline.lshtm.ac.uk/id/eprint/4657216/,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,116,3026
CIV,prevalence,lab,NA,TGW,"Abidjan, Bouake, Gagnoa, Yamoussoukro",NA,NA,2015,NA,NA,NA,NA,0.235,NA,68,Stahlman et al,https://www.ncbi.nlm.nih.gov/labs/pmc/articles/PMC4949310/,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,200,3027
ZAF,prevalence,lab,NA,MSM,Cape Town,NA,NA,2017,NA,NA,NA,NA,0.313333333,NA,150,Jobson et al,https://www.tandfonline.com/doi/full/10.1080/09540121.2018.1465175?scroll=top&needAccess=true,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,245,3029
ZMB,prevalence,lab,NA,FSW,Solwezi,NA,NA,2017,NA,NA,NA,0.453,0.5,0.547,495,2017 IBBS,NA,CDC_cb60cba955beaf1ae38af69cc81e9003,CDC,216aabea89f6a7e8c4a69dce75aeb9e7,Yes,yes,NA,NA,NA,259,3031
ZAF,prevalence,lab,NA,FSW,Cape Town,NA,NA,2017,NA,NA,NA,NA,0.18,NA,384,Scheibe et al.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7475946/,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,240,3053
TGO,prevalence,lab,NA,MSM,"Kara, Lome",NA,NA,2013,NA,NA,NA,NA,0.076,NA,42,Stahlman et al 2016,https://www.ncbi.nlm.nih.gov/labs/pmc/articles/PMC4949310/,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,200,3055
ZAF,prevalence,lab,NA,MSM,Cape Town,NA,NA,2017,NA,NA,NA,NA,0.4,NA,250,Scheibe et al.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7475946/,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,240,3056
ZAF,prevalence,lab,NA,FSW,Durban,NA,NA,2017,NA,NA,NA,NA,0.55,NA,399,Scheibe et al.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7475946/,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,240,3060
ZWE,prevalence,lab,NA,MSM,Harare,NA,NA,2019,NA,NA,NA,NA,0.171,NA,431,IBBS 2020,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,262,3063
ZWE,prevalence,lab,NA,TGW,Harare,NA,NA,2019,NA,NA,NA,NA,0.28,NA,287,IBBS 2020,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,262,3064
ZWE,prevalence,lab,NA,MSM,Bulawayo,NA,NA,2019,NA,NA,NA,NA,0.233,NA,763,IBBS 2020,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,262,3065
ZWE,prevalence,lab,NA,TGW,Bulawayo,NA,NA,2019,NA,NA,NA,NA,0.25,NA,57,IBBS 2020,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,262,3066
ZAF,prevalence,lab,NA,MSM,Johannesburg,NA,NA,2017,NA,NA,NA,NA,0.49,NA,250,Scheibe et al.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7475946/,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,240,3078
ZWE,prevalence,lab,NA,FSW,Bindura,NA,NA,2013,NA,NA,NA,NA,0.6075,NA,194,Cowan 2018,https://www.thelancet.com/journals/lanhiv/article/PIIS2352-3018(18)30111-5/fulltext#sec1,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,265,3081
ZAF,prevalence,lab,NA,FSW,Mthatha,NA,NA,2017,NA,NA,NA,NA,0.56,NA,248,Scheibe et al.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7475946/,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,240,3082
ZWE,prevalence,lab,NA,FSW,Chinhoyi,NA,NA,2013,NA,NA,NA,NA,0.732,NA,194,Cowan 2018,https://www.thelancet.com/journals/lanhiv/article/PIIS2352-3018(18)30111-5/fulltext#sec1,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,265,3083
ZWE,prevalence,lab,NA,FSW,Chipinge,NA,NA,2013,NA,NA,NA,NA,0.5483,NA,194,Cowan 2018,https://www.thelancet.com/journals/lanhiv/article/PIIS2352-3018(18)30111-5/fulltext#sec1,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,265,3084
ZWE,prevalence,lab,NA,FSW,Chivhu,NA,NA,2013,NA,NA,NA,NA,0.5257999999999999,NA,194,Cowan 2018,https://www.thelancet.com/journals/lanhiv/article/PIIS2352-3018(18)30111-5/fulltext#sec1,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,265,3085
ZWE,prevalence,lab,NA,FSW,Gutu,NA,NA,2013,NA,NA,NA,NA,0.5307,NA,194,Cowan 2018,https://www.thelancet.com/journals/lanhiv/article/PIIS2352-3018(18)30111-5/fulltext#sec1,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,265,3086
ZWE,prevalence,lab,NA,FSW,Gwanda,NA,NA,2013,NA,NA,NA,NA,0.5103,NA,194,Cowan 2018,https://www.thelancet.com/journals/lanhiv/article/PIIS2352-3018(18)30111-5/fulltext#sec1,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,265,3088
ZWE,prevalence,lab,NA,FSW,Hwange,NA,NA,2013,NA,NA,NA,NA,0.44770000000000004,NA,194,Cowan 2018,https://www.thelancet.com/journals/lanhiv/article/PIIS2352-3018(18)30111-5/fulltext#sec1,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,265,3089
ZWE,prevalence,lab,NA,FSW,Juru,NA,NA,2013,NA,NA,NA,NA,0.47100000000000003,NA,194,Cowan 2018,https://www.thelancet.com/journals/lanhiv/article/PIIS2352-3018(18)30111-5/fulltext#sec1,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,265,3090
ZWE,prevalence,lab,NA,FSW,Kadoma,NA,NA,2013,NA,NA,NA,NA,0.6448999999999999,NA,194,Cowan 2018,https://www.thelancet.com/journals/lanhiv/article/PIIS2352-3018(18)30111-5/fulltext#sec1,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,265,3091
ZWE,prevalence,lab,NA,FSW,Kariba,NA,NA,2013,NA,NA,NA,NA,0.6462,NA,194,Cowan 2018,https://www.thelancet.com/journals/lanhiv/article/PIIS2352-3018(18)30111-5/fulltext#sec1,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,265,3097
ZWE,prevalence,lab,NA,FSW,Magunje,NA,NA,2013,NA,NA,NA,NA,0.4347,NA,194,Cowan 2018,https://www.thelancet.com/journals/lanhiv/article/PIIS2352-3018(18)30111-5/fulltext#sec1,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,265,3098
ZWE,prevalence,lab,NA,FSW,Marondera,NA,NA,2013,NA,NA,NA,NA,0.6598,NA,194,Cowan 2018,https://www.thelancet.com/journals/lanhiv/article/PIIS2352-3018(18)30111-5/fulltext#sec1,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,265,3099
ZWE,prevalence,lab,NA,FSW,Ngundu,NA,NA,2013,NA,NA,NA,NA,0.5671,NA,194,Cowan 2018,https://www.thelancet.com/journals/lanhiv/article/PIIS2352-3018(18)30111-5/fulltext#sec1,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,265,3100
ZWE,prevalence,lab,NA,FSW,Zvishavane,NA,NA,2013,NA,NA,NA,NA,0.7843000000000001,NA,194,Cowan 2018,https://www.thelancet.com/journals/lanhiv/article/PIIS2352-3018(18)30111-5/fulltext#sec1,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,265,3102
ZWE,prevalence,lab,NA,FSW,Bindura,NA,NA,2016,NA,NA,NA,NA,0.6648999999999999,NA,299,Cowan 2018,https://www.thelancet.com/journals/lanhiv/article/PIIS2352-3018(18)30111-5/fulltext#sec1,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,265,3103
ZWE,prevalence,lab,NA,FSW,Bulawayo,NA,NA,2016,NA,NA,NA,NA,0.5251,NA,299,Cowan 2018,https://www.thelancet.com/journals/lanhiv/article/PIIS2352-3018(18)30111-5/fulltext#sec1,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,265,3104
ZAF,prevalence,lab,NA,FSW,Pietermaritzburg,NA,NA,2017,NA,NA,NA,NA,0.8,NA,249,Scheibe et al.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7475946/,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,240,3106
ZWE,prevalence,lab,NA,FSW,Chinhoyi,NA,NA,2016,NA,NA,NA,NA,0.6537000000000001,NA,299,Cowan 2018,https://www.thelancet.com/journals/lanhiv/article/PIIS2352-3018(18)30111-5/fulltext#sec1,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,265,3107
ZAF,prevalence,lab,NA,FSW,Port Elizabeth,NA,NA,2017,NA,NA,NA,NA,0.38,NA,248,Scheibe et al.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7475946/,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,240,3109
ZWE,prevalence,lab,NA,FSW,Chipinge,NA,NA,2016,NA,NA,NA,NA,0.5963,NA,299,Cowan 2018,https://www.thelancet.com/journals/lanhiv/article/PIIS2352-3018(18)30111-5/fulltext#sec1,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,265,3117
ZWE,prevalence,lab,NA,FSW,Chivhu,NA,NA,2016,NA,NA,NA,NA,0.5978,NA,299,Cowan 2018,https://www.thelancet.com/journals/lanhiv/article/PIIS2352-3018(18)30111-5/fulltext#sec1,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,265,3119
ZWE,prevalence,lab,NA,FSW,Gutu,NA,NA,2016,NA,NA,NA,NA,0.5279,NA,299,Cowan 2018,https://www.thelancet.com/journals/lanhiv/article/PIIS2352-3018(18)30111-5/fulltext#sec1,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,265,3120
ZWE,prevalence,lab,NA,FSW,Gwanda,NA,NA,2016,NA,NA,NA,NA,0.5235,NA,299,Cowan 2018,https://www.thelancet.com/journals/lanhiv/article/PIIS2352-3018(18)30111-5/fulltext#sec1,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,265,3121
ZWE,prevalence,lab,NA,FSW,Harare,NA,NA,2016,NA,NA,NA,NA,0.5442,NA,299,Cowan 2018,https://www.thelancet.com/journals/lanhiv/article/PIIS2352-3018(18)30111-5/fulltext#sec1,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,265,3123
ZWE,prevalence,lab,NA,FSW,Hwange,NA,NA,2016,NA,NA,NA,NA,0.4105,NA,299,Cowan 2018,https://www.thelancet.com/journals/lanhiv/article/PIIS2352-3018(18)30111-5/fulltext#sec1,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,265,3126
ZWE,prevalence,lab,NA,FSW,Juru,NA,NA,2016,NA,NA,NA,NA,0.5351,NA,299,Cowan 2018,https://www.thelancet.com/journals/lanhiv/article/PIIS2352-3018(18)30111-5/fulltext#sec1,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,265,3127
ZWE,prevalence,lab,NA,FSW,Kadoma,NA,NA,2016,NA,NA,NA,NA,0.6454000000000001,NA,299,Cowan 2018,https://www.thelancet.com/journals/lanhiv/article/PIIS2352-3018(18)30111-5/fulltext#sec1,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,265,3128
ZWE,prevalence,lab,NA,FSW,Kariba,NA,NA,2016,NA,NA,NA,NA,0.6207,NA,299,Cowan 2018,https://www.thelancet.com/journals/lanhiv/article/PIIS2352-3018(18)30111-5/fulltext#sec1,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,265,3132
ZWE,prevalence,lab,NA,FSW,Magunje,NA,NA,2016,NA,NA,NA,NA,0.4236,NA,299,Cowan 2018,https://www.thelancet.com/journals/lanhiv/article/PIIS2352-3018(18)30111-5/fulltext#sec1,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,265,3133
ZWE,prevalence,lab,NA,FSW,Maronder,NA,NA,2016,NA,NA,NA,NA,0.6665000000000001,NA,299,Cowan 2018,https://www.thelancet.com/journals/lanhiv/article/PIIS2352-3018(18)30111-5/fulltext#sec1,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,265,3136
ZWE,prevalence,lab,NA,FSW,Ngundu,NA,NA,2016,NA,NA,NA,NA,0.5623,NA,299,Cowan 2018,https://www.thelancet.com/journals/lanhiv/article/PIIS2352-3018(18)30111-5/fulltext#sec1,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,265,3137
ZWE,prevalence,lab,NA,FSW,Shamva,NA,NA,2016,NA,NA,NA,NA,0.5397,NA,299,Cowan 2018,https://www.thelancet.com/journals/lanhiv/article/PIIS2352-3018(18)30111-5/fulltext#sec1,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,265,3139
ZWE,prevalence,lab,NA,FSW,Zvishava,NA,NA,2016,NA,NA,NA,NA,0.7875,NA,299,Cowan 2018,https://www.thelancet.com/journals/lanhiv/article/PIIS2352-3018(18)30111-5/fulltext#sec1,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,265,3140
MWI,prevalence,lab,NA,MSM,Zomba,NA,NA,2020,NA,NA,NA,NA,0.094,NA,288,BBS 2019,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,151,3141
ZWE,prevalence,lab,NA,FSW,Hwange,NA,NA,2015,NA,NA,NA,0.34600000000000003,0.413,0.48100000000000004,255,Ndori-Mharadze 2018,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6055130/,KP Atlas_f0baf17a30f2b654e3b928c822742af7,KP Atlas,569a98ce27be091169387ea4bcdde24f,Yes,yes,NA,NA,NA,267,3143
ZWE,prevalence,lab,NA,FSW,Mutare,NA,NA,2015,NA,NA,NA,0.5820000000000001,0.637,0.6920000000000001,507,Ndori-Mharadze 2018,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6055130/,KP Atlas_4c6a758639705ee41f46e9e07818af54,KP Atlas,3b089c3ddf76692c483269665da23d32,Yes,yes,NA,NA,NA,267,3144
ZWE,prevalence,lab,NA,FSW,Victoria Falls,NA,NA,2015,NA,NA,NA,0.5529999999999999,0.621,0.687,251,Ndori-Mharadze 2018,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6055130/,KP Atlas_2c3e896d21877907ae628036dfae2ec5,KP Atlas,2bb3ecd227a5e4f7196ff6aa936753e0,Yes,yes,NA,NA,NA,267,3145
ZWE,prevalence,lab,NA,FSW,Hwange,NA,NA,2011,NA,NA,NA,0.417,0.506,0.59,237,Cowan 2013,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3797143/,KP Atlas_f0baf17a30f2b654e3b928c822742af7,KP Atlas,569a98ce27be091169387ea4bcdde24f,Yes,yes,NA,NA,NA,269,3147
ZWE,prevalence,lab,NA,FSW,Mutare,NA,NA,2011,NA,NA,NA,0.435,0.506,0.586,338,Cowan 2013,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3797143/,KP Atlas_4c6a758639705ee41f46e9e07818af54,KP Atlas,3b089c3ddf76692c483269665da23d32,Yes,yes,NA,NA,NA,269,3148
ZWE,prevalence,lab,NA,FSW,Victoria Falls,NA,NA,2011,NA,NA,NA,0.617,0.696,0.767,229,Cowan 2013,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3797143/,KP Atlas_2c3e896d21877907ae628036dfae2ec5,KP Atlas,2bb3ecd227a5e4f7196ff6aa936753e0,Yes,yes,NA,NA,NA,269,3149
CIV,prevalence,lab,NA,TGW,Abidjan,NA,NA,2019,NA,NA,NA,NA,0.247,NA,178,RAPPORT DE L‚Äô√âTUDE POUR L‚ÄôIDENTIFICATION DES BESOINS SP√âCIFIQUES EN MATI√àRE DE PR√âVENTION ET PRISE EN CHARGE IST-VIH/SIDA CHEZ LES PERSONNES TRANSGENRES A ABIDJAN ‚Äi COTE D‚ÄôIVOIRE,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,272,3153
ZAF,prevalence,lab,NA,PWID,KwaZulu-Natal,NA,NA,2013,NA,NA,NA,NA,0.173,NA,150,Scheibe et al (2016),NA,CDC_20575faeddfb6ed81dd10d1d56c9baf9,CDC,3c28c3b6900d68a317c57521e6badcc6,Yes,yes,NA,NA,NA,238,3157
ERI,prevalence,lab,lab,FSW,Asmara,NA,Y015_049,2017,NA,NA,NA,NA,0.074,NA,NA,"2019 BBS (HIV, HBsAg, HCV Ab and Syphilis Prevalence and HIV 
Risk Behaviors Survey among Commercial Sex Workers 
in Eritrea-2019)",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,310,3158
ERI,prevalence,lab,lab,FSW,Central Highlands,NA,Y015_049,2017,NA,NA,NA,NA,0.137,NA,NA,"2019 BBS (HIV, HBsAg, HCV Ab and Syphilis Prevalence and HIV 
Risk Behaviors Survey among Commercial Sex Workers 
in Eritrea-2019)",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,310,3165
ERI,prevalence,lab,lab,FSW,Eastern Lowlands,NA,Y015_049,2017,NA,NA,NA,NA,0.28,NA,NA,"2019 BBS (HIV, HBsAg, HCV Ab and Syphilis Prevalence and HIV Risk Behaviors Survey among Commercial Sex Workers in Eritrea-2019)",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,310,3166
ERI,prevalence,lab,lab,FSW,Western Lowlands,NA,Y015_049,2017,NA,NA,NA,NA,0.215,NA,NA,"2019 BBS (HIV, HBsAg, HCV Ab and Syphilis Prevalence and HIV 
Risk Behaviors Survey among Commercial Sex Workers 
in Eritrea-2019)",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,310,3167
ERI,prevalence,lab,lab,FSW,Asmara,NA,Y015_049,2019,NA,NA,NA,NA,0.076,NA,327,"2019 BBS (HIV, HBsAg, HCV Ab and Syphilis Prevalence and HIV 
Risk Behaviors Survey among Commercial Sex Workers 
in Eritrea-2019)",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,310,3168
ERI,prevalence,lab,lab,FSW,Central Highlands,NA,Y015_049,2019,NA,NA,NA,NA,0.086,NA,63,"2019 BBS (HIV, HBsAg, HCV Ab and Syphilis Prevalence and HIV 
Risk Behaviors Survey among Commercial Sex Workers 
in Eritrea-2019)",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,310,3175
ERI,prevalence,lab,lab,FSW,Eastern Lowlands,NA,Y015_049,2019,NA,NA,NA,NA,0.278,NA,74,"2019 BBS (HIV, HBsAg, HCV Ab and Syphilis Prevalence and HIV 
Risk Behaviors Survey among Commercial Sex Workers 
in Eritrea-2019)",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,310,3176
ERI,prevalence,lab,lab,FSW,Western Lowlands,NA,Y015_049,2019,NA,NA,NA,NA,0.209,NA,291,"2019 BBS (HIV, HBsAg, HCV Ab and Syphilis Prevalence and HIV 
Risk Behaviors Survey among Commercial Sex Workers 
in Eritrea-2019)",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,310,3178
ERI,prevalence,lab,NA,FSW,Asmara,NA,NA,2014,NA,NA,NA,0.039,0.065,0.106,436,CSWS Survey 2014,NA,GF_e9e53f3a99ef9394f3031c53491f64c5,GF,9ea9be3829c9c51b9578ca52e5b6b539,Yes,yes,NA,NA,NA,311,3179
CIV,prevalence,lab,NA,PWID,Abidjan,NA,Y030_049,2020,NA,NA,NA,0.02,0.04,0.062,379,Enquete Bio-Comportementale Chez Les Usagers De Drogues Y Compris Les Usagers De Drogues Injectables A Abidjan,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,47,3182
ERI,prevalence,lab,NA,FSW,Other towns,NA,NA,2014,NA,NA,NA,0.062,0.128,0.246,273,CSWS Survey 2014,NA,GF_9f299dba36549b834bbe30e7eea629e8,GF,686101df44034a70313fb23d5f6dfc9e,Yes,yes,NA,NA,NA,311,3183
ZMB,prevalence,lab,NA,MSM,Kitwe,NA,Y015_049,2021,NA,NA,NA,0.081,0.094,0.107,249,2021 BBS,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,258,3221
ZMB,prevalence,lab,NA,MSM,Livingstone,NA,Y015_049,2021,NA,NA,NA,0.1,0.109,0.118,339,2021 BBS,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,258,3224
ZMB,prevalence,lab,NA,MSM,Lusaka,NA,Y015_049,2021,NA,NA,NA,0.205,0.229,0.251,310,2021 BBS,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,258,3225
ZMB,prevalence,lab,NA,MSM,Solwezi,NA,Y015_049,2021,NA,NA,NA,0.05,0.059,0.068,190,2021 BBS,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,258,3226
BEN,prevalence,lab,lab,FSW,Alibori,NA,NA,2021,NA,NA,NA,NA,0.151,NA,73,2021 ESDG,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,321,3233
BEN,prevalence,lab,lab,FSW,Atacora,NA,NA,2021,NA,NA,NA,NA,0.046,NA,65,2021 ESDG,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,321,3234
BEN,prevalence,lab,lab,FSW,Atlantique,NA,NA,2021,NA,NA,NA,NA,0.034,NA,89,2021 ESDG,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,321,3235
BEN,prevalence,lab,lab,FSW,Borgou,NA,NA,2021,NA,NA,NA,NA,0.041,NA,148,2021 ESDG,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,321,3236
BEN,prevalence,lab,lab,FSW,Collines,NA,NA,2021,NA,NA,NA,NA,0.045,NA,22,2021 ESDG,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,321,3237
BEN,prevalence,lab,lab,FSW,Couffo,NA,NA,2021,NA,NA,NA,NA,0.111,NA,27,2021 ESDG,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,321,3238
BEN,prevalence,lab,lab,FSW,Donga,NA,NA,2021,NA,NA,NA,NA,0.067,NA,15,2021 ESDG,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,321,3239
BEN,prevalence,lab,lab,FSW,Littoral,NA,NA,2021,NA,NA,NA,NA,0.097,NA,383,2021 ESDG,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,321,3240
BEN,prevalence,lab,lab,FSW,Mono,NA,NA,2021,NA,NA,NA,NA,0.107,NA,28,2021 ESDG,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,321,3241
BEN,prevalence,lab,lab,FSW,Oueme,NA,NA,2021,NA,NA,NA,NA,0.088,NA,68,2021 ESDG,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,321,3242
BEN,prevalence,lab,lab,FSW,Plateau,NA,NA,2021,NA,NA,NA,NA,0.093,NA,54,2021 ESDG,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,321,3243
BEN,prevalence,lab,lab,FSW,Zou,NA,NA,2021,NA,NA,NA,NA,0.029,NA,208,2021 ESDG,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,321,3244
BEN,prevalence,lab,lab,PWID,Abomey,NA,NA,2022,NA,NA,NA,NA,0,NA,47,2022 ESDG,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,322,3259
BEN,prevalence,lab,lab,PWID,Abomey-Calavi,NA,NA,2022,NA,NA,NA,0,0.013,0.038,77,2022 ESDG,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,322,3260
BEN,prevalence,lab,lab,PWID,Cotonou,NA,NA,2022,NA,NA,NA,NA,0,NA,74,2022 ESDG,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,322,3261
BEN,prevalence,lab,lab,PWID,Grand Popo,NA,NA,2022,NA,NA,NA,0,0.047,0.109,43,2022 ESDG,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,322,3262
BEN,prevalence,lab,lab,PWID,Natitingou,NA,NA,2022,NA,NA,NA,0,0.036,0.104,28,2022 ESDG,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,322,3263
BEN,prevalence,lab,lab,PWID,Parakou,NA,NA,2022,NA,NA,NA,0,0.028,0.081,36,2022 ESDG,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,322,3264
BEN,prevalence,lab,lab,PWID,Porto-Novo,NA,NA,2022,NA,NA,NA,0,0.038,0.081,78,2022 ESDG,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,322,3265
GIN,prevalence,lab,lab,FSW,Boke,NA,Y015_049,2022,NA,NA,NA,0.104,0.122,0.139,204,2022 ESCOMB,NA,NA,Surveillance review,NA,Yes,private,NA,NA,NA,324,3295
GIN,prevalence,lab,lab,FSW,Conakry,NA,Y015_049,2022,NA,NA,NA,0.061,0.068,0.075,248,2022 ESCOMB,NA,NA,Surveillance review,NA,Yes,private,NA,NA,NA,324,3296
GIN,prevalence,lab,lab,FSW,Faranah,NA,Y015_049,2022,NA,NA,NA,0.005,0.016,0.028,50,2022 ESCOMB,NA,NA,Surveillance review,NA,Yes,private,NA,NA,NA,324,3297
GIN,prevalence,lab,lab,FSW,Kankan,NA,Y015_049,2022,NA,NA,NA,0.009,0.015,0.021,122,2022 ESCOMB,NA,NA,Surveillance review,NA,Yes,private,NA,NA,NA,324,3298
GIN,prevalence,lab,lab,FSW,Kindia,NA,Y015_049,2022,NA,NA,NA,0.005,0.033,0.062,72,2022 ESCOMB,NA,NA,Surveillance review,NA,Yes,private,NA,NA,NA,324,3299
GIN,prevalence,lab,lab,FSW,Labe,NA,Y015_049,2022,NA,NA,NA,0.038,0.052,0.066,65,2022 ESCOMB,NA,NA,Surveillance review,NA,Yes,private,NA,NA,NA,324,3301
GIN,prevalence,lab,lab,FSW,Mamou,NA,Y015_049,2022,NA,NA,NA,0.006,0.015,0.025,59,2022 ESCOMB,NA,NA,Surveillance review,NA,Yes,private,NA,NA,NA,324,3302
GIN,prevalence,lab,lab,FSW,Nzerekore,NA,Y015_049,2022,NA,NA,NA,0.047,0.061,0.074,103,2022 ESCOMB,NA,NA,Surveillance review,NA,Yes,private,NA,NA,NA,324,3303
GIN,prevalence,lab,lab,PWID,Conakry,NA,NA,2022,NA,NA,NA,0.02,0.036,0.052,64,2022 ESCOMB,NA,NA,Surveillance review,NA,Yes,private,NA,NA,NA,324,3304
RWA,prevalence,lab,NA,FSW,Eastern Province,NA,NA,2015,NA,NA,NA,0.309,0.377,0.449,642,Biological &Behavioral Surveillance among Female Sexual Workers in Rwanda in 2015,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,325,3305
RWA,prevalence,lab,NA,FSW,Kigali,NA,NA,2015,NA,NA,NA,0.503,0.55,0.605,293,Biological &Behavioral Surveillance among Female Sexual Workers in Rwanda in 2015,NA,CDC_8ab7feead3148502bd1bd12311789824,CDC,c40c094c9552e241475d3efb7d9ba0f7,Yes,yes,NA,NA,NA,325,3306
